"CountryCode","SeriesCode","DESCRIPTION",
"GHA_Central_GH.CE_1326_GHA003","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Central_GH.CE_1326_GHA003","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Eastern_GH.EA_1327_GHA004","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Eastern_GH.EA_1327_GHA004","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Greater_Accra_GH.AA_1328_GHA005","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Greater_Accra_GH.AA_1328_GHA005","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Northern_GH.NO_1329_GHA006","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Northern_GH.NO_1329_GHA006","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Upper_East_GH.UE_1330_GHA007","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Upper_East_GH.UE_1330_GHA007","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Upper_West_GH.UW_1331_GHA008","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Upper_West_GH.UW_1331_GHA008","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Volta_GH.VO_1332_GHA009","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Volta_GH.VO_1332_GHA009","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Western_GH.WP_1333_GHA0010","SP.POP.TOTL","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GHA_Western_GH.WP_1333_GHA0010","SP.POP.TOTL.ZS","Data sources : Ghana Statistical Service; http://www.statsghana.gov.gh/. Data for 2000 & 2010 is actual data from original data source. Data for 2011-2014 is extrapolation and data for 2001-2009 is Interpolation.",
"GIN_Boke_GN.BO_40700_GIN001","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Boke_GN.BO_40700_GIN001","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Conakry_GN.CO_40701_GIN002","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Conakry_GN.CO_40701_GIN002","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Faranah_GN.FA_40702_GIN003","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Faranah_GN.FA_40702_GIN003","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Kankan_GN.KA_40703_GIN004","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Kankan_GN.KA_40703_GIN004","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Kindia_GN.KI_40704_GIN005","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Kindia_GN.KI_40704_GIN005","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Labe_GN.LA_40705_GIN006","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Labe_GN.LA_40705_GIN006","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Mamou_GN.MA_40706_GIN007","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Mamou_GN.MA_40706_GIN007","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Nzerekore_GN.NZ_40707_GIN008","SP.POP.TOTL","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GIN_Nzerekore_GN.NZ_40707_GIN008","SP.POP.TOTL.ZS","Data sources : Institut National De La Statistique; http://www.stat-guinee.org/. Data for year 2014 is actual data from original source. Data for 2000-2013 is extrapolation.",
"GMB_Banjul_City_16405","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Banjul_City_16405","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Banjul_GM.BJ_112869_GMB001","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Banjul_GM.BJ_112869_GMB001","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Brikama_GM.WE_1290_GMB006","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Brikama_GM.WE_1290_GMB006","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Central_River_GM.MC_1285_GMB002","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Central_River_GM.MC_1285_GMB002","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Janjanbureh_16407","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Janjanbureh_16407","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Lower_River_GM.LR_1287_GMB003","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Lower_River_GM.LR_1287_GMB003","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_North_Bank_GM.NB_1288_GMB004","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_North_Bank_GM.NB_1288_GMB004","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Upper_River_GM.UR_1289_GMB005","SP.POP.TOTL","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GMB_Upper_River_GM.UR_1289_GMB005","SP.POP.TOTL.ZS","Data source: Gambia Bureau of Statistics; http://www.gbos.gov.gm/. Data for 2003 & 2013 is actual data from original data source. Data for 2000-2002 & 2014 is extrapolation and data for 2004-2012 is Interpolation.",
"GNB_Bafata_GW.BA_1385_GNB001","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Bafata_GW.BA_1385_GNB001","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Biombo_GW.BM_1386_GNB002","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Biombo_GW.BM_1386_GNB002","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Bissau_GW.BS_1392_GNB008","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Bissau_GW.BS_1392_GNB008","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Bolama_GW.BL_1387_GNB003","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Bolama_GW.BL_1387_GNB003","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Cacheu_GW.CA_1388_GNB004","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Cacheu_GW.CA_1388_GNB004","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Gabu_GW.GA_1389_GNB005","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Gabu_GW.GA_1389_GNB005","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Oio_GW.OI_1390_GNB006","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Oio_GW.OI_1390_GNB006","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Quinara_GW.QU_1391_GNB007","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Quinara_GW.QU_1391_GNB007","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Tombali_GW.TO_1393_GNB009","SP.POP.TOTL","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 is actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GNB_Tombali_GW.TO_1393_GNB009","SP.POP.TOTL.ZS","Data source: Instituto Nacional de Estatística Guiné-Bissau; http://www.stat-guinebissau.com. Data for 2000-2012 is actual data from original data source. Data for 2013 & 2014 is extrapolation.",
"GTM_Alta_Verapaz_GT.AV_64836_GTM001","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Alta_Verapaz_GT.AV_64836_GTM001","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Baja_Verapaz_GT.BV_64835_GTM002","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Baja_Verapaz_GT.BV_64835_GTM002","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Chimaltenango_GT.CM_64824_GTM003","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Chimaltenango_GT.CM_64824_GTM003","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Chiquimula_GT.CQ_64840_GTM004","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Chiquimula_GT.CQ_64840_GTM004","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_El_Progreso_GT.PR_64822_GTM005","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_El_Progreso_GT.PR_64822_GTM005","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Escuintla_GT.ES_64825_GTM006","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Escuintla_GT.ES_64825_GTM006","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Guatemala_GT.GU_64821_GTM007","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Guatemala_GT.GU_64821_GTM007","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Huehuetenango_GT.HU_64833_GTM008","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Huehuetenango_GT.HU_64833_GTM008","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Izabal_GT.IZ_64838_GTM009","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Izabal_GT.IZ_64838_GTM009","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Jalapa_GT.JA_64841_GTM010","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Jalapa_GT.JA_64841_GTM010","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Jutiapa_GT.JU_64842_GTM011","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Jutiapa_GT.JU_64842_GTM011","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Peten_GT.PE_64837_GTM012","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Peten_GT.PE_64837_GTM012","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Quetzaltenango_GT.QZ_64829_GTM013","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Quetzaltenango_GT.QZ_64829_GTM013","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Quiche_GT.QC_64834_GTM014","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Quiche_GT.QC_64834_GTM014","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Retalhuleu_GT.RE_64831_GTM015","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Retalhuleu_GT.RE_64831_GTM015","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Sacatepequez_GT.SA_64823_GTM016","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Sacatepequez_GT.SA_64823_GTM016","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_San_Marcos_GT.SM_64832_GTM017","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_San_Marcos_GT.SM_64832_GTM017","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Santa_Rosa_GT.SR_64826_GTM018","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Santa_Rosa_GT.SR_64826_GTM018","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Solola_GT.SO_64827_GTM019","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Solola_GT.SO_64827_GTM019","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Suchitepequez_GT.SU_64830_GTM020","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Suchitepequez_GT.SU_64830_GTM020","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Totonicapan_GT.TO_64828_GTM021","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Totonicapan_GT.TO_64828_GTM021","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Zacapa_GT.ZA_64839_GTM022","SP.POP.TOTL","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
"GTM_Zacapa_GT.ZA_64839_GTM022","SP.POP.TOTL.ZS","Data sources : Instituto Nacional de Estadística Guatemala; http://www.ine.gob.gt/. Data for 2002 & 2008-2014 is actual data from original data source. Data for 2000 & 2001 is extrapolation and data for 2003-2007 is Interpolation.",
